lemma,lemma_freq,gloss,form,stressed_syll,monosyll,case,number,short_cluster,full_cluster,noep,ep
цвет,31175,color,цве'т,1,TRUE,acc,sg,цв,цв,146,0
цвет,31175,color,цве'ты,1,FALSE,acc,pl,цв,цв,39,0
цвет,31175,color,цве'те,1,FALSE,prep,sg,цв,цв,194,61
цвет,31175,color,цве'тах,1,FALSE,prep,pl,цв,цв,260,0
цветок,22483,flower,цвето'к,2,FALSE,acc,sg,цв,цв,31,0
цветок,22483,flower,цветке',2,FALSE,prep,sg,цв,цв,32,0
цветок,22483,flower,цвето'к,2,FALSE,acc,sg,цв,цв,31,0
цветок,22483,flower,цветы',2,FALSE,acc,pl,цв,цв,39,0
цветок,22483,flower,цветке',2,FALSE,prep,sg,цв,цв,32,0
цветок,22483,flower,цвета'х,2,FALSE,prep,pl,цв,цв,260,0
цветочек,1424,floret,цвето'чек,2,FALSE,acc,sg,цв,цв,41,0
цветочек,1424,floret,цвето'чках,2,FALSE,prep,pl,цв,цв,28,0
член,37184,Member,чле'ны,1,FALSE,acc,pl,чл,чл,617,0
член,37184,Member,чле'нах,1,FALSE,prep,pl,чл,чл,55,0
чтение,11490,reading,чте'ние,1,FALSE,acc,sg,чт,чт,242,0
чтение,11490,reading,чте'нии,1,FALSE,prep,sg,чт,чт,261,1
шкафчик,636,cabinet,шка'фчик,1,FALSE,acc,sg,шк,шк,29,0
шкафчик,636,cabinet,шка'фчике,1,FALSE,prep,sg,шк,шк,54,0
шлем,2330,helmet,шле'ме,1,FALSE,prep,sg,шл,шл,105,0
шлем,2330,helmet,шле'мах,1,FALSE,prep,pl,шл,шл,57,0
шпионаж,766,espionage,шпиона'же,3,FALSE,prep,sg,шп,шп,205,0
шрам,1373,scar,шра'мах,1,FALSE,prep,pl,шр,шр,39,0
штаб,18153,headquarters,шта'бы,1,FALSE,acc,pl,шт,шт,23,0
штаб,18153,headquarters,шта'бах,1,FALSE,prep,pl,шт,шт,127,0
штаб,18153,headquarters,штабы',2,FALSE,acc,pl,шт,шт,23,0
штаб,18153,headquarters,штаба'х,2,FALSE,prep,pl,шт,шт,127,0
штабель,618,pile,шта'бель,1,FALSE,acc,sg,шт,шт,21,0
штабель,618,pile,штабеля',3,FALSE,acc,pl,шт,шт,36,0
штат,7914,staff,шта'т,1,TRUE,acc,sg,шт,шт,194,0
штат,7914,staff,шта'ты,1,FALSE,acc,pl,шт,шт,169,0
штат,7914,staff,шта'те,1,FALSE,prep,sg,шт,шт,568,0
штат,7914,staff,шта'тах,1,FALSE,prep,pl,шт,шт,403,0
штопор,390,corkscrew,што'пор,1,FALSE,acc,sg,шт,шт,60,0
шторм,1496,storm,што'рм,1,TRUE,acc,sg,шт,шт,97,0
штурм,2443,assault,шту'рме,1,FALSE,prep,sg,шт,шт,50,0
штык,3177,bayonet,штыки',2,FALSE,acc,pl,шт,шт,353,0
