lemma,lemma_freq,gloss,form,stressed_syll,monosyll,case,number,short_cluster,full_cluster,noep,ep
бдительность,1214,vigilance,бди'тельность,1,FALSE,acc,sg,бд,бд,2,0
бдительность,1214,vigilance,бди'тельности,1,FALSE,acc,pl,бд,бд,1,0
бдительность,1214,vigilance,бди'тельности,1,FALSE,prep,sg,бд,бд,1,0
бдительность,1214,vigilance,бди'тельностях,1,FALSE,prep,pl,бд,бд,0,0
благо,11163,good,бла'го,1,FALSE,acc,sg,бл,бл,17,258
благо,11163,good,бла'га,1,FALSE,acc,pl,бл,бл,2,0
благо,11163,good,бла'ге,1,FALSE,prep,sg,бл,бл,25,4
благо,11163,good,бла'гах,1,FALSE,prep,pl,бл,бл,10,0
благодарность,6900,thanks,благода'рность,3,FALSE,acc,sg,бл,бл,376,0
благодарность,6900,thanks,благода'рности,3,FALSE,acc,pl,бл,бл,26,0
благодарность,6900,thanks,благода'рности,3,FALSE,prep,sg,бл,бл,26,0
благодарность,6900,thanks,благода'рностях,3,FALSE,prep,pl,бл,бл,40,0
благодать,3261,grace,благода'ть,3,FALSE,acc,sg,бл,бл,9,0
благодать,3261,grace,благода'ти,3,FALSE,acc,pl,бл,бл,29,3
благодать,3261,grace,благода'ти,3,FALSE,prep,sg,бл,бл,29,3
благодать,3261,grace,благода'тях,3,FALSE,prep,pl,бл,бл,0,0
благодетель,1976,benefactor,благоде'теля,3,FALSE,acc,sg,бл,бл,1,0
благодетель,1976,benefactor,благоде'телей,3,FALSE,acc,pl,бл,бл,0,0
благодетель,1976,benefactor,благоде'теле,3,FALSE,prep,sg,бл,бл,0,0
благодетель,1976,benefactor,благоде'телях,3,FALSE,prep,pl,бл,бл,0,0
благополучие,3377,well-being,благополу'чие,4,FALSE,acc,sg,бл,бл,10,0
благополучие,3377,well-being,благополу'чия,4,FALSE,acc,pl,бл,бл,0,0
благополучие,3377,well-being,благополу'чии,4,FALSE,prep,sg,бл,бл,48,1
благополучие,3377,well-being,благополу'чиях,4,FALSE,prep,pl,бл,бл,0,0
благородный,10215,noble,благоро'дного,3,FALSE,acc,sg,бл,бл,1,0
благородный,10215,noble,благоро'дных,3,FALSE,acc,pl,бл,бл,31,0
благородный,10215,noble,благоро'дном,3,FALSE,prep,sg,бл,бл,165,0
благородный,10215,noble,благоро'дных,3,FALSE,prep,pl,бл,бл,31,0
благородство,1899,nobility,благоро'дство,3,FALSE,acc,sg,бл,бл,21,0
благородство,1899,nobility,благоро'дства,3,FALSE,acc,pl,бл,бл,0,0
благородство,1899,nobility,благоро'дстве,3,FALSE,prep,sg,бл,бл,30,0
благородство,1899,nobility,благоро'дствах,3,FALSE,prep,pl,бл,бл,0,0
благосостояние,2032,welfare,благосостоя'ние,5,FALSE,acc,sg,бл,бл,4,0
благосостояние,2032,welfare,благосостоя'ния,5,FALSE,acc,pl,бл,бл,0,0
благосостояние,2032,welfare,благосостоя'нии,5,FALSE,prep,sg,бл,бл,6,1
благосостояние,2032,welfare,благосостоя'ниях,5,FALSE,prep,pl,бл,бл,0,0
блаженство,2936,bliss,блаже'нство,2,FALSE,acc,sg,бл,бл,17,0
блаженство,2936,bliss,блаже'нства,2,FALSE,acc,pl,бл,бл,0,0
блаженство,2936,bliss,блаже'нстве,2,FALSE,prep,sg,бл,бл,65,1
блаженство,2936,bliss,блаже'нствах,2,FALSE,prep,pl,бл,бл,1,0
бланк,1549,form,бла'нк,1,TRUE,acc,sg,бл,бл,12,0
бланк,1549,form,бла'нки,1,FALSE,acc,pl,бл,бл,4,0
бланк,1549,form,бла'нке,1,FALSE,prep,sg,бл,бл,7,0
бланк,1549,form,бла'нках,1,FALSE,prep,pl,бл,бл,2,0
бледность,725,pallor,бле'дность,1,FALSE,acc,sg,бл,бл,4,0
бледность,725,pallor,бле'дности,1,FALSE,acc,pl,бл,бл,3,0
бледность,725,pallor,бле'дности,1,FALSE,prep,sg,бл,бл,3,0
бледность,725,pallor,бле'дностях,1,FALSE,prep,pl,бл,бл,0,0
ближний,7812,Middle,бли'жнего,1,FALSE,acc,sg,бл,бл,3,0
ближний,7812,Middle,бли'жних,1,FALSE,acc,pl,бл,бл,56,0
ближний,7812,Middle,бли'жнем,1,FALSE,prep,sg,бл,бл,268,0
ближний,7812,Middle,бли'жних,1,FALSE,prep,pl,бл,бл,56,0
близнец,1480,twin,близнеца',3,FALSE,acc,sg,бл,бл,0,0
близнец,1480,twin,близнецо'в,3,FALSE,acc,pl,бл,бл,1,0
близнец,1480,twin,близнеце',3,FALSE,prep,sg,бл,бл,0,0
близнец,1480,twin,близнеца'х,3,FALSE,prep,pl,бл,бл,1,0
близость,4832,proximity,бли'зость,1,FALSE,acc,sg,бл,бл,30,0
близость,4832,proximity,бли'зости,1,FALSE,acc,pl,бл,бл,126,0
близость,4832,proximity,бли'зости,1,FALSE,prep,sg,бл,бл,126,0
близость,4832,proximity,бли'зостях,1,FALSE,prep,pl,бл,бл,0,0
блик,770,hotspot,бли'к,1,TRUE,acc,sg,бл,бл,2,0
блик,770,hotspot,бли'ки,1,FALSE,acc,pl,бл,бл,2,0
блик,770,hotspot,бли'ке,1,FALSE,prep,sg,бл,бл,1,0
блик,770,hotspot,бли'ках,1,FALSE,prep,pl,бл,бл,9,0
блин,2776,pancake,бли'н,1,TRUE,acc,sg,бл,бл,11,20
блин,2776,pancake,блины',2,FALSE,acc,pl,бл,бл,1,0
блин,2776,pancake,блине',2,FALSE,prep,sg,бл,бл,0,0
блин,2776,pancake,блина'х,2,FALSE,prep,pl,бл,бл,3,0
блиндаж,1022,dugout,блинда'ж,2,FALSE,acc,sg,бл,бл,114,0
блиндаж,1022,dugout,блиндажи',3,FALSE,acc,pl,бл,бл,5,0
блиндаж,1022,dugout,блиндаже',3,FALSE,prep,sg,бл,бл,144,0
блиндаж,1022,dugout,блиндажа'х,3,FALSE,prep,pl,бл,бл,30,0
блок,10698,block,бло'к,1,TRUE,acc,sg,бл,бл,62,0
блок,10698,block,бло'ки,1,FALSE,acc,pl,бл,бл,12,0
блок,10698,block,бло'ке,1,FALSE,prep,sg,бл,бл,140,0
блок,10698,block,бло'ках,1,FALSE,prep,pl,бл,бл,30,0
блокнот,1515,notebook,блокно'т,2,FALSE,acc,sg,бл,бл,157,0
блокнот,1515,notebook,блокно'ты,2,FALSE,acc,pl,бл,бл,12,0
блокнот,1515,notebook,блокно'те,2,FALSE,prep,sg,бл,бл,159,0
блокнот,1515,notebook,блокно'тах,2,FALSE,prep,pl,бл,бл,19,0
блокпост,225,blockhouse,бло`кпо'ст,2,FALSE,acc,sg,бл,бл,0,0
блокпост,225,blockhouse,бло`кпо'сты,2,FALSE,acc,pl,бл,бл,0,0
блокпост,225,blockhouse,бло`кпо'сте,2,FALSE,prep,sg,бл,бл,0,0
блокпост,225,blockhouse,бло`кпо'стах,2,FALSE,prep,pl,бл,бл,0,0
блондин,835,blond,блонди'на,2,FALSE,acc,sg,бл,бл,1,0
блондин,835,blond,блонди'нов,2,FALSE,acc,pl,бл,бл,0,0
блондин,835,blond,блонди'не,2,FALSE,prep,sg,бл,бл,0,0
блондин,835,blond,блонди'нах,2,FALSE,prep,pl,бл,бл,0,0
блюдечко,762,limpet,блю'дечко,1,FALSE,acc,sg,бл,бл,38,0
блюдечко,762,limpet,блю'дечки,1,FALSE,acc,pl,бл,бл,3,0
блюдечко,762,limpet,блю'дечке,1,FALSE,prep,sg,бл,бл,21,0
блюдечко,762,limpet,блю'дечках,1,FALSE,prep,pl,бл,бл,5,0
блюдо,5304,dish,блю'до,1,FALSE,acc,sg,бл,бл,24,0
блюдо,5304,dish,блю'да,1,FALSE,acc,pl,бл,бл,9,0
блюдо,5304,dish,блю'де,1,FALSE,prep,sg,бл,бл,14,0
блюдо,5304,dish,блю'дах,1,FALSE,prep,pl,бл,бл,5,0
блюдце,780,saucer,блю'дце,1,FALSE,acc,sg,бл,бл,63,0
блюдце,780,saucer,блю'дца,1,FALSE,acc,pl,бл,бл,3,0
блюдце,780,saucer,блю'дце,1,FALSE,prep,sg,бл,бл,63,0
блюдце,780,saucer,блю'дцах,1,FALSE,prep,pl,бл,бл,4,0
брак,9704,marriage,бра'к,1,TRUE,acc,sg,бр,бр,570,1
брак,9704,marriage,бра'ки,1,FALSE,acc,pl,бр,бр,8,0
брак,9704,marriage,бра'ке,1,FALSE,prep,sg,бр,бр,483,1
брак,9704,marriage,бра'ках,1,FALSE,prep,pl,бр,бр,15,0
брань,2273,abuse,бра'нь,1,TRUE,acc,sg,бр,бр,20,0
брань,2273,abuse,бра'ни,1,FALSE,acc,pl,бр,бр,15,5
брань,2273,abuse,бра'ни,1,FALSE,prep,sg,бр,бр,15,5
брань,2273,abuse,бра'нях,1,FALSE,prep,pl,бр,бр,3,6
браслет,1116,bracelet,брасле'т,2,FALSE,acc,sg,бр,бр,3,0
браслет,1116,bracelet,брасле'ты,2,FALSE,acc,pl,бр,бр,7,0
браслет,1116,bracelet,брасле'те,2,FALSE,prep,sg,бр,бр,5,0
браслет,1116,bracelet,брасле'тах,2,FALSE,prep,pl,бр,бр,10,0
брат,51519,brother,бра'та,1,FALSE,acc,sg,бр,бр,22,0
брат,51519,brother,бра'тьев,1,FALSE,acc,pl,бр,бр,9,0
брат,51519,brother,бра'те,1,FALSE,prep,sg,бр,бр,21,0
брат,51519,brother,бра'тьях,1,FALSE,prep,pl,бр,бр,79,0
братец,6780,my boy,бра'тца,1,FALSE,acc,sg,бр,бр,1,0
братец,6780,my boy,бра'тцев,1,FALSE,acc,pl,бр,бр,0,0
братец,6780,my boy,бра'тце,1,FALSE,prep,sg,бр,бр,1,0
братец,6780,my boy,бра'тцах,1,FALSE,prep,pl,бр,бр,0,0
браток,582,bub,братка',2,FALSE,acc,sg,бр,бр,2,0
браток,582,bub,братко'в,2,FALSE,acc,pl,бр,бр,0,0
браток,582,bub,братке',2,FALSE,prep,sg,бр,бр,0,0
браток,582,bub,братка'х,2,FALSE,prep,pl,бр,бр,0,0
братство,2282,fraternity,бра'тство,1,FALSE,acc,sg,бр,бр,48,0
братство,2282,fraternity,бра'тства,1,FALSE,acc,pl,бр,бр,2,0
братство,2282,fraternity,бра'тстве,1,FALSE,prep,sg,бр,бр,44,0
братство,2282,fraternity,бра'тствах,1,FALSE,prep,pl,бр,бр,5,0
бревно,4240,log,бревно',2,FALSE,acc,sg,бр,бр,28,0
бревно,4240,log,брёвна,1,FALSE,acc,pl,бр,бр,11,0
бревно,4240,log,бревне',2,FALSE,prep,sg,бр,бр,7,0
бревно,4240,log,брёвнах,1,FALSE,prep,pl,бр,бр,13,0
брезгливость,653,fastidiousness,брезгли'вость,2,FALSE,acc,sg,бр,бр,1,0
брезгливость,653,fastidiousness,брезгли'вости,2,FALSE,acc,pl,бр,бр,1,0
брезгливость,653,fastidiousness,брезгли'вости,2,FALSE,prep,sg,бр,бр,1,0
брезгливость,653,fastidiousness,брезгли'востях,2,FALSE,prep,pl,бр,бр,0,0
брезент,916,tarpaulin,брезе'нт,2,FALSE,acc,sg,бр,бр,25,0
брезент,916,tarpaulin,брезе'нты,2,FALSE,acc,pl,бр,бр,0,0
брезент,916,tarpaulin,брезе'нте,2,FALSE,prep,sg,бр,бр,7,0
брезент,916,tarpaulin,брезе'нтах,2,FALSE,prep,pl,бр,бр,0,0
бремя,2349,burden,бре'мя,1,FALSE,acc,sg,бр,бр,2,0
бремя,2349,burden,бремена',3,FALSE,acc,pl,бр,бр,0,0
бремя,2349,burden,бре'мени,1,FALSE,prep,sg,бр,бр,1,0
бремя,2349,burden,бремена'х,3,FALSE,prep,pl,бр,бр,0,0
бригадир,2686,foreman,бригади'ра,3,FALSE,acc,sg,бр,бр,1,0
бригадир,2686,foreman,бригади'ров,3,FALSE,acc,pl,бр,бр,0,0
бригадир,2686,foreman,бригади'ре,3,FALSE,prep,sg,бр,бр,3,0
бригадир,2686,foreman,бригади'рах,3,FALSE,prep,pl,бр,бр,3,0
бриллиант,1840,diamond,бриллиа'нт,3,FALSE,acc,sg,бр,бр,4,0
бриллиант,1840,diamond,бриллиа'нты,3,FALSE,acc,pl,бр,бр,8,0
бриллиант,1840,diamond,бриллиа'нте,3,FALSE,prep,sg,бр,бр,2,0
бриллиант,1840,diamond,бриллиа'нтах,3,FALSE,prep,pl,бр,бр,46,0
бросок,1110,throw,бросо'к,2,FALSE,acc,sg,бр,бр,1,0
бросок,1110,throw,броски',2,FALSE,acc,pl,бр,бр,1,0
бросок,1110,throw,броске',2,FALSE,prep,sg,бр,бр,9,0
бросок,1110,throw,броска'х,2,FALSE,prep,pl,бр,бр,1,0
бруствер,585,parapet,бру'ствер,1,FALSE,acc,sg,бр,бр,13,0
бруствер,585,parapet,бруствера',3,FALSE,acc,pl,бр,бр,1,0
бруствер,585,parapet,бру'ствере,1,FALSE,prep,sg,бр,бр,3,0
бруствер,585,parapet,бруствера'х,3,FALSE,prep,pl,бр,бр,1,0
бруствер,585,parapet,бру'ствер,1,FALSE,acc,sg,бр,бр,13,0
бруствер,585,parapet,бру'стверы,1,FALSE,acc,pl,бр,бр,2,0
бруствер,585,parapet,бру'ствере,1,FALSE,prep,sg,бр,бр,3,0
бруствер,585,parapet,бру'стверах,1,FALSE,prep,pl,бр,бр,1,0
брюхо,2431,belly,брю'хо,1,FALSE,acc,sg,бр,бр,112,0
брюхо,2431,belly,брю'хи,1,FALSE,acc,pl,бр,бр,0,0
брюхо,2431,belly,брю'хе,1,FALSE,prep,sg,бр,бр,110,0
брюхо,2431,belly,брю'хах,1,FALSE,prep,pl,бр,бр,0,0
введение,6573,Introduction,введе'ние,2,FALSE,acc,sg,вв,вв,8,1
введение,6573,Introduction,введе'ния,2,FALSE,acc,pl,вв,вв,0,0
введение,6573,Introduction,введе'нии,2,FALSE,prep,sg,вв,вв,31,76
введение,6573,Introduction,введе'ниях,2,FALSE,prep,pl,вв,вв,0,1
ввод,1821,input,вво'д,1,TRUE,acc,sg,вв,вв,1,0
ввод,1821,input,вво'ды,1,FALSE,acc,pl,вв,вв,0,0
ввод,1821,input,вво'де,1,FALSE,prep,sg,вв,вв,3,4
ввод,1821,input,вво'дах,1,FALSE,prep,pl,вв,вв,1,1
вдохновение,2726,inspiration,вдохнове'ние,3,FALSE,acc,sg,вд,вд,1,4
вдохновение,2726,inspiration,вдохнове'ния,3,FALSE,acc,pl,вд,вд,0,0
вдохновение,2726,inspiration,вдохнове'нии,3,FALSE,prep,sg,вд,вд,5,9
вдохновение,2726,inspiration,вдохнове'ниях,3,FALSE,prep,pl,вд,вд,0,0
взаимодействие,8159,interaction,взаимоде'йствие,4,FALSE,acc,sg,вз,вз,2,56
взаимодействие,8159,interaction,взаимоде'йствия,4,FALSE,acc,pl,вз,вз,0,2
взаимодействие,8159,interaction,взаимоде'йствии,4,FALSE,prep,sg,вз,вз,3,355
взаимодействие,8159,interaction,взаимоде'йствиях,4,FALSE,prep,pl,вз,вз,1,6
взаимоотношение,3983,relationship,взаимоотноше'ние,6,FALSE,acc,sg,вз,вз,0,2
взаимоотношение,3983,relationship,взаимоотноше'ния,6,FALSE,acc,pl,вз,вз,0,17
взаимоотношение,3983,relationship,взаимоотноше'нии,6,FALSE,prep,sg,вз,вз,0,13
взаимоотношение,3983,relationship,взаимоотноше'ниях,6,FALSE,prep,pl,вз,вз,0,242
взвод,4308,platoon,взво'д,1,TRUE,acc,sg,вз,взв,2,46
взвод,4308,platoon,взво'ды,1,FALSE,acc,pl,вз,взв,0,2
взвод,4308,platoon,взво'де,1,FALSE,prep,sg,вз,взв,1,139
взвод,4308,platoon,взво'дах,1,FALSE,prep,pl,вз,взв,0,14
взгляд,52915,view,взгля'д,1,TRUE,acc,sg,вз,взгл,2,8
взгляд,52915,view,взгля'ды,1,FALSE,acc,pl,вз,взгл,0,2
взгляд,52915,view,взгля'де,1,FALSE,prep,sg,вз,взгл,2,451
взгляд,52915,view,взгля'дах,1,FALSE,prep,pl,вз,взгл,0,349
вздох,4841,sigh,вздо'х,1,TRUE,acc,sg,вз,взд,0,2
вздох,4841,sigh,вздо'хи,1,FALSE,acc,pl,вз,взд,0,1
вздох,4841,sigh,вздо'хе,1,FALSE,prep,sg,вз,взд,0,4
вздох,4841,sigh,вздо'хах,1,FALSE,prep,pl,вз,взд,0,2
взмах,1065,wag,взма'х,1,TRUE,acc,sg,вз,взм,0,0
взмах,1065,wag,взма'хи,1,FALSE,acc,pl,вз,взм,0,1
взмах,1065,wag,взма'хе,1,FALSE,prep,sg,вз,взм,0,0
взмах,1065,wag,взма'хах,1,FALSE,prep,pl,вз,взм,0,2
взнос,1945,fee,взно'с,1,TRUE,acc,sg,вз,взн,0,0
взнос,1945,fee,взно'сы,1,FALSE,acc,pl,вз,взн,0,0
взнос,1945,fee,взно'се,1,FALSE,prep,sg,вз,взн,0,1
взнос,1945,fee,взно'сах,1,FALSE,prep,pl,вз,взн,0,0
взор,8079,gaze,взо'р,1,TRUE,acc,sg,вз,вз,0,6
взор,8079,gaze,взо'ры,1,FALSE,acc,pl,вз,вз,0,0
взор,8079,gaze,взо'ре,1,FALSE,prep,sg,вз,вз,0,97
взор,8079,gaze,взо'рах,1,FALSE,prep,pl,вз,вз,1,44
взрослый,12467,adult,взро'слого,1,FALSE,acc,sg,вз,взр,1,20
взрослый,12467,adult,взро'слых,1,FALSE,acc,pl,вз,взр,0,37
взрослый,12467,adult,взро'слом,1,FALSE,prep,sg,вз,взр,2,80
взрослый,12467,adult,взро'слых,1,FALSE,prep,pl,вз,взр,0,37
взрыв,8852,explosion,взры'в,1,TRUE,acc,sg,вз,взр,0,3
взрыв,8852,explosion,взры'вы,1,FALSE,acc,pl,вз,взр,0,0
взрыв,8852,explosion,взры'ве,1,FALSE,prep,sg,вз,взр,1,21
взрыв,8852,explosion,взры'вах,1,FALSE,prep,pl,вз,взр,1,13
взрывной,1107,explosive,взрывно'й,2,FALSE,acc,sg,вз,взр,0,6
взрывной,1107,explosive,взрывны'е,2,FALSE,acc,pl,вз,взр,0,1
взрывной,1107,explosive,взрывно'м,2,FALSE,prep,sg,вз,взр,0,1
взрывной,1107,explosive,взрывны'х,2,FALSE,prep,pl,вз,взр,1,5
взятие,1963,taking,взя'тие,1,FALSE,acc,sg,вз,вз,1,1
взятие,1963,taking,взя'тия,1,FALSE,acc,pl,вз,вз,0,0
взятие,1963,taking,взя'тии,1,FALSE,prep,sg,вз,вз,2,25
взятие,1963,taking,взя'тиях,1,FALSE,prep,pl,вз,вз,0,0
взяток,2860,bribes,взя'ток,1,FALSE,acc,sg,вз,вз,0,0
взяток,2860,bribes,взя'тки,1,FALSE,acc,pl,вз,вз,0,0
взяток,2860,bribes,взя'тке,1,FALSE,prep,sg,вз,вз,0,2
взяток,2860,bribes,взя'тках,1,FALSE,prep,pl,вз,вз,0,29
вклад,4622,contribution,вкла'д,1,TRUE,acc,sg,вк,вкл,1,3
вклад,4622,contribution,вкла'ды,1,FALSE,acc,pl,вк,вкл,0,14
вклад,4622,contribution,вкла'де,1,FALSE,prep,sg,вк,вкл,0,3
вклад,4622,contribution,вкла'дах,1,FALSE,prep,pl,вк,вкл,0,14
вкладчик,670,depositor,вкла'дчика,1,FALSE,acc,sg,вк,вкл,0,0
вкладчик,670,depositor,вкла'дчиков,1,FALSE,acc,pl,вк,вкл,0,0
вкладчик,670,depositor,вкла'дчике,1,FALSE,prep,sg,вк,вкл,0,0
вкладчик,670,depositor,вкла'дчиках,1,FALSE,prep,pl,вк,вкл,0,0
включение,2628,inclusion,включе'ние,2,FALSE,acc,sg,вк,вкл,2,1
включение,2628,inclusion,включе'ния,2,FALSE,acc,pl,вк,вкл,0,0
включение,2628,inclusion,включе'нии,2,FALSE,prep,sg,вк,вкл,0,16
включение,2628,inclusion,включе'ниях,2,FALSE,prep,pl,вк,вкл,0,3
вкус,13349,taste,вку'с,1,TRUE,acc,sg,вк,вк,0,249
вкус,13349,taste,вку'сы,1,FALSE,acc,pl,вк,вк,0,4
вкус,13349,taste,вку'се,1,FALSE,prep,sg,вк,вк,0,229
вкус,13349,taste,вку'сах,1,FALSE,prep,pl,вк,вк,0,31
владелец,8626,owner,владе'льца,2,FALSE,acc,sg,вл,вл,1,0
владелец,8626,owner,владе'льцев,2,FALSE,acc,pl,вл,вл,0,0
владелец,8626,owner,владе'льце,2,FALSE,prep,sg,вл,вл,0,1
владелец,8626,owner,владе'льцах,2,FALSE,prep,pl,вл,вл,0,1
владение,5857,possession,владе'ние,2,FALSE,acc,sg,вл,вл,0,315
владение,5857,possession,владе'ния,2,FALSE,acc,pl,вл,вл,0,43
владение,5857,possession,владе'нии,2,FALSE,prep,sg,вл,вл,3,160
владение,5857,possession,владе'ниях,2,FALSE,prep,pl,вл,вл,0,69
властитель,1262,ruler,власти'теля,2,FALSE,acc,sg,вл,вл,0,0
властитель,1262,ruler,власти'телей,2,FALSE,acc,pl,вл,вл,0,3
властитель,1262,ruler,власти'теле,2,FALSE,prep,sg,вл,вл,0,0
властитель,1262,ruler,власти'телях,2,FALSE,prep,pl,вл,вл,0,0
власть,67217,power,вла'сть,1,TRUE,acc,sg,вл,вл,2,603
власть,67217,power,вла'сти,1,FALSE,acc,pl,вл,вл,3,1061
власть,67217,power,вла'сти,1,FALSE,prep,sg,вл,вл,3,1061
власть,67217,power,властя'х,2,FALSE,prep,pl,вл,вл,0,1
влечение,2203,inclination,влече'ние,2,FALSE,acc,sg,вл,вл,0,2
влечение,2203,inclination,влече'ния,2,FALSE,acc,pl,вл,вл,0,1
влечение,2203,inclination,влече'нии,2,FALSE,prep,sg,вл,вл,0,2
влечение,2203,inclination,влече'ниях,2,FALSE,prep,pl,вл,вл,0,4
влияние,24926,influence,влия'ние,2,FALSE,acc,sg,вл,вл,10,3
влияние,24926,influence,влия'ния,2,FALSE,acc,pl,вл,вл,0,0
влияние,24926,influence,влия'нии,2,FALSE,prep,sg,вл,вл,0,30
влияние,24926,influence,влия'ниях,2,FALSE,prep,pl,вл,вл,1,1
вмешательство,3055,intervention,вмеша'тельство,2,FALSE,acc,sg,вм,вм,0,1
вмешательство,3055,intervention,вмеша'тельства,2,FALSE,acc,pl,вм,вм,0,0
вмешательство,3055,intervention,вмеша'тельстве,2,FALSE,prep,sg,вм,вм,2,20
вмешательство,3055,intervention,вмеша'тельствах,2,FALSE,prep,pl,вм,вм,0,0
внедрение,3310,introduction,внедре'ние,2,FALSE,acc,sg,вн,вн,0,6
внедрение,3310,introduction,внедре'ния,2,FALSE,acc,pl,вн,вн,0,0
внедрение,3310,introduction,внедре'нии,2,FALSE,prep,sg,вн,вн,0,29
внедрение,3310,introduction,внедре'ниях,2,FALSE,prep,pl,вн,вн,0,0
внешность,3403,appearance,вне'шность,1,FALSE,acc,sg,вн,вн,0,4
внешность,3403,appearance,вне'шности,1,FALSE,acc,pl,вн,вн,0,84
внешность,3403,appearance,вне'шности,1,FALSE,prep,sg,вн,вн,0,84
внешность,3403,appearance,вне'шностях,1,FALSE,prep,pl,вн,вн,0,2
внимание,49696,attention,внима'ние,2,FALSE,acc,sg,вн,вн,1,2501
внимание,49696,attention,внима'ния,2,FALSE,acc,pl,вн,вн,1,2
внимание,49696,attention,внима'нии,2,FALSE,prep,sg,вн,вн,2,55
внимание,49696,attention,внима'ниях,2,FALSE,prep,pl,вн,вн,0,0
внук,5545,grandson,вну'ка,1,FALSE,acc,sg,вн,вн,0,1
внук,5545,grandson,вну'ков,1,FALSE,acc,pl,вн,вн,0,1
внук,5545,grandson,вну'ке,1,FALSE,prep,sg,вн,вн,0,3
внук,5545,grandson,вну'ках,1,FALSE,prep,pl,вн,вн,1,3
внутренность,1870,interior,вну'тренность,1,FALSE,acc,sg,вн,вн,2,166
внутренность,1870,interior,вну'тренности,1,FALSE,acc,pl,вн,вн,1,111
внутренность,1870,interior,вну'тренности,1,FALSE,prep,sg,вн,вн,1,111
внутренность,1870,interior,вну'тренностях,1,FALSE,prep,pl,вн,вн,1,28
внучек,2219,granddaughters,вну'чка,1,FALSE,acc,sg,вн,вн,0,0
внучек,2219,granddaughters,вну'чков,1,FALSE,acc,pl,вн,вн,0,0
внучек,2219,granddaughters,вну'чке,1,FALSE,prep,sg,вн,вн,0,1
внучек,2219,granddaughters,вну'чках,1,FALSE,prep,pl,вн,вн,0,0
впечатление,23459,impression,впечатле'ние,3,FALSE,acc,sg,вп,вп,0,1
впечатление,23459,impression,впечатле'ния,3,FALSE,acc,pl,вп,вп,0,2
впечатление,23459,impression,впечатле'нии,3,FALSE,prep,sg,вп,вп,1,8
впечатление,23459,impression,впечатле'ниях,3,FALSE,prep,pl,вп,вп,9,4
враг,25625,enemy,врага',2,FALSE,acc,sg,вр,вр,1,32
враг,25625,enemy,враго'в,2,FALSE,acc,pl,вр,вр,2,23
враг,25625,enemy,враге',2,FALSE,prep,sg,вр,вр,0,7
враг,25625,enemy,врага'х,2,FALSE,prep,pl,вр,вр,0,18
врач,23717,doctor,врача',2,FALSE,acc,sg,вр,вр,0,6
врач,23717,doctor,враче'й,2,FALSE,acc,pl,вр,вр,0,6
врач,23717,doctor,враче',2,FALSE,prep,sg,вр,вр,0,19
врач,23717,doctor,врача'х,2,FALSE,prep,pl,вр,вр,0,11
вращение,2066,rotation,враще'ние,2,FALSE,acc,sg,вр,вр,0,51
вращение,2066,rotation,враще'ния,2,FALSE,acc,pl,вр,вр,0,0
вращение,2066,rotation,враще'нии,2,FALSE,prep,sg,вр,вр,0,10
вращение,2066,rotation,враще'ниях,2,FALSE,prep,pl,вр,вр,0,0
вред,5542,harm,вре'д,1,TRUE,acc,sg,вр,вр,0,406
вред,5542,harm,вреды',2,FALSE,acc,pl,вр,вр,0,0
вред,5542,harm,вреде',2,FALSE,prep,sg,вр,вр,0,3
вред,5542,harm,вреда'х,2,FALSE,prep,pl,вр,вр,0,0
вредитель,1252,pest,вреди'теля,2,FALSE,acc,sg,вр,вр,0,1
вредитель,1252,pest,вреди'телей,2,FALSE,acc,pl,вр,вр,0,0
вредитель,1252,pest,вреди'теле,2,FALSE,prep,sg,вр,вр,0,0
вредитель,1252,pest,вреди'телях,2,FALSE,prep,pl,вр,вр,0,0
время,349141,time,вре'мя,1,FALSE,acc,sg,вр,вр,11,34495
время,349141,time,времена',3,FALSE,acc,pl,вр,вр,0,2423
время,349141,time,вре'мени,1,FALSE,prep,sg,вр,вр,0,2174
время,349141,time,времена'х,3,FALSE,prep,pl,вр,вр,1,24
всадник,3793,rider,вса'дника,1,FALSE,acc,sg,вс,вс,0,3
всадник,3793,rider,вса'дников,1,FALSE,acc,pl,вс,вс,0,1
всадник,3793,rider,вса'днике,1,FALSE,prep,sg,вс,вс,0,3
всадник,3793,rider,вса'дниках,1,FALSE,prep,pl,вс,вс,0,0
вскрытие,1032,autopsy,вскры'тие,1,FALSE,acc,sg,вс,вскр,0,0
вскрытие,1032,autopsy,вскры'тия,1,FALSE,acc,pl,вс,вскр,0,0
вскрытие,1032,autopsy,вскры'тии,1,FALSE,prep,sg,вс,вскр,1,4
вскрытие,1032,autopsy,вскры'тиях,1,FALSE,prep,pl,вс,вскр,0,1
всплеск,1201,splash,вспле'ск,1,TRUE,acc,sg,вс,вспл,0,0
всплеск,1201,splash,вспле'ски,1,FALSE,acc,pl,вс,вспл,1,0
всплеск,1201,splash,вспле'ске,1,FALSE,prep,sg,вс,вспл,0,1
всплеск,1201,splash,вспле'сках,1,FALSE,prep,pl,вс,вспл,1,0
встречный,4300,counter,встре'чного,1,FALSE,acc,sg,вс,встр,0,1
встречный,4300,counter,встре'чных,1,FALSE,acc,pl,вс,встр,1,13
встречный,4300,counter,встре'чном,1,FALSE,prep,sg,вс,встр,1,43
встречный,4300,counter,встре'чных,1,FALSE,prep,pl,вс,встр,1,13
